yr,mo,dy,st,mag,slat,slon,len,wid
1960,5,19,KS,3,39.22,-95.22,13.3,10
1960,5,24,TX,3,33.75,-100.85,3.3,17
1960,5,4,KS,3,39.38,-101.55,7.1,10
1960,5,4,OK,3,34.63,-97.9,0.1,10
1960,5,4,TX,3,32.8,-97.43,7.4,500
1960,5,4,OK,3,34.82,-96.83,18.3,10
1960,5,4,OK,3,35.52,-97.62,5.1,400
1960,5,4,OK,4,34.95,-96.8,8.0,10
1960,5,4,OK,4,34.02,-95.7,30.8,150
1960,5,5,OK,3,34.77,-97.5,7.3,200
1960,5,5,OK,3,34.95,-97.25,101.9,400
1960,5,5,OK,5,35.28,-96.93,71.8,800
1960,5,5,OK,3,35.48,-95.85,0.8,150
1960,5,5,OK,4,34.88,-95.3,62.4,200
1960,5,5,OK,3,35.38,-94.48,4.5,10
1960,5,5,OK,4,35.38,-94.55,5.4,10
1960,5,5,OK,3,35.18,-94.78,23.7,10
1960,5,6,AR,3,35.1,-92.62,26.7,300
1960,6,20,NE,3,41.38,-103.38,26.1,750
1960,6,22,IN,3,39.53,-87.35,0.1,10
1960,6,24,NJ,3,40.27,-74.77,12.9,200
1960,6,24,NY,3,42.8,-73.88,16.0,440
1960,6,27,NE,3,41.15,-102.75,15.2,10
1960,6,27,CO,3,40.82,-102.43,6.5,10
1960,6,28,KY,3,37.7,-87.92,14.2,10
1960,6,7,OK,3,34.52,-99.42,0.8,100
1960,8,5,NE,3,41.7,-99.2,10.3,150
1960,8,7,OK,3,36.97,-94.8,4.7,200
1960,9,11,SC,3,32.78,-79.83,8.8,100
1960,9,19,IN,3,39.63,-85.27,0.1,100
1961,11,22,TX,3,29.38,-98.53,1.0,50
1961,11,22,TX,3,31.73,-94.92,21.9,150
1961,11,22,TX,3,29.4,-96.08,2.0,200
1961,12,10,AL,3,31.12,-87.05,0.2,33
1961,12,11,AL,3,33.8,-85.78,3.3,200
1961,12,11,AL,3,32.63,-87.4,9.4,100
1961,2,17,OK,3,35.52,-97.38,16.8,300
1961,2,17,OK,3,34.8,-96.95,73.0,300
1961,3,12,AR,3,34.6,-92.2,5.4,100
1961,3,12,AR,3,35.28,-91.32,5.1,300
1961,3,13,TN,3,35.6,-85.92,9.3,250
1961,3,26,TX,3,32.48,-97.37,1.0,50
1961,3,26,TX,3,33.17,-94.9,0.2,10
1961,3,26,OK,3,35.27,-95.72,21.4,200
1961,3,26,TX,3,33.13,-95.22,13.0,60
1961,3,26,TX,3,32.18,-96.88,9.1,280
1961,3,26,OK,3,36.77,-96.83,8.0,100
1961,3,26,TX,3,33.23,-94.95,0.1,10
1961,3,27,TX,3,31.72,-94.58,13.8,200
1961,3,31,GA,3,32.25,-83.73,1.0,100
1961,3,31,AL,3,32.43,-85.03,8.2,167
1961,3,6,IL,3,39.1,-88.53,21.2,10
1961,3,6,IN,3,40.47,-86.13,2.0,300
1961,3,6,IN,3,40.47,-85.97,0.1,10
1961,3,7,AL,3,33.82,-87.9,25.9,10
1961,3,7,AL,3,34.25,-86.73,19.3,200
1961,4,16,PA,3,40.05,-77.52,0.1,110
1961,4,23,IA,3,42.03,-92.92,87.7,800
1961,4,23,IL,3,41.35,-88.22,51.7,10
1961,4,24,IL,3,39.7,-91.15,64.2,10
1961,4,25,IN,4,39.58,-85.8,63.1,550
1961,4,28,DE,3,39.67,-75.57,0.3,30
1961,4,30,OK,3,35.33,-97.95,2.0,77
1961,4,8,TX,3,33.6,-98.63,1.0,33
1961,5,14,IL,3,39.72,-91.3,127.1,100
1961,5,15,NY,3,42.1,-78.6,3.0,10
1961,5,21,OK,3,35.97,-96.77,0.1,10
1961,5,21,OK,3,35.95,-96.75,0.1,10
1961,5,30,NE,4,41.62,-99.87,48.1,10
1961,5,30,NE,3,41.62,-99.87,48.1,10
1961,5,30,NE,3,41.62,-99.87,48.1,10
1961,5,4,OK,3,35.63,-98.35,9.5,10
1961,5,4,TX,3,30.53,-102.37,1.1,10
1961,5,5,OK,4,34.73,-95.03,26.4,400
1961,5,5,OK,3,34.02,-95.5,0.1,10
1961,5,6,IN,3,41.53,-85.42,33.4,800
1961,5,7,AR,3,36.12,-92.78,14.2,1760
1961,5,7,AR,3,36.2,-92.5,43.8,333
1961,5,7,TX,3,32.93,-99.58,3.6,133
1961,5,7,KY,3,37.33,-87.52,58.0,880
1961,5,7,KS,4,39.17,-94.93,26.2,50
1961,5,7,OK,3,36.8,-95.1,8.9,400
1961,6,18,TX,3,29.32,-94.78,2.5,50
1961,6,21,SD,3,45.47,-98.23,156.3,10
1961,6,29,MT,4,47.1,-104.7,15.9,10
1961,6,3,TX,3,34.12,-102.53,25.1,200
1961,6,9,KY,3,37.67,-83.83,2.6,150
1961,6,9,MD,3,39.2,-76.62,0.1,100
1961,7,21,IN,3,40.18,-87.47,23.9,10
1961,7,23,IN,3,41.33,-85.68,0.1,10
1961,7,28,IN,3,40.18,-84.82,20.2,200
1961,7,28,OH,3,40.27,-84.18,0.5,200
1961,9,10,LA,3,30.0,-92.3,5.7,283
1961,9,11,TX,3,31.92,-95.28,0.1,10
1961,9,11,TX,3,29.77,-95.13,1.0,83
1961,9,12,TX,4,29.32,-94.78,1.0,100
1961,9,12,TX,3,29.27,-94.87,2.0,10
1961,9,12,TX,3,30.15,-94.73,0.5,17
1961,9,12,LA,3,32.23,-92.7,2.0,400
1961,9,12,TX,3,33.57,-95.27,0.5,300
1961,9,24,IN,3,40.12,-85.55,38.6,10
1961,9,1,IA,4,42.78,-93.0,26.6,27
1961,9,3,TX,3,33.38,-99.85,0.7,30
1962,3,11,IN,3,40.08,-86.48,3.0,10
1962,3,21,AL,3,33.75,-85.82,2.3,250
1962,3,21,GA,3,34.17,-84.42,10.0,33
1962,3,24,TX,3,32.67,-95.5,0.5,100
1962,3,31,MS,3,33.47,-88.3,3.0,880
1962,3,31,FL,3,30.62,-87.1,6.9,440
1962,4,26,OK,3,35.33,-99.65,3.6,300
1962,4,26,TX,3,33.98,-98.5,3.3,100
1962,4,30,IN,3,41.67,-86.52,36.5,10
1962,4,30,IN,3,41.3,-87.03,0.1,10
1962,5,14,NE,3,42.88,-99.92,53.8,1760
1962,5,14,SD,3,43.4,-98.38,70.4,1760
1962,5,15,SD,3,43.2,-99.4,0.1,10
1962,5,16,SD,3,43.07,-98.95,0.1,33
1962,5,21,NE,3,41.9,-97.9,71.7,500
1962,5,21,NE,3,42.87,-98.72,11.0,10
1962,5,21,SD,3,43.72,-98.05,1.0,167
1962,5,24,CT,3,41.55,-73.12,11.6,120
1962,5,24,KS,3,38.05,-98.18,0.1,10
1962,5,24,KS,3,38.03,-97.67,18.8,10
1962,5,25,OK,4,35.27,-99.2,7.2,250
1962,5,25,TX,3,32.83,-100.0,4.1,67
1962,5,25,OK,3,35.52,-98.72,1.5,10
1962,5,26,KS,3,38.97,-95.7,2.0,10
1962,5,26,OK,4,34.15,-98.45,10.1,400
1962,5,26,TX,4,33.17,-99.77,10.7,133
1962,5,27,TX,3,36.18,-100.88,4.5,200
1962,5,29,NE,4,42.68,-98.45,24.2,300
1962,5,31,TX,3,32.3,-99.55,2.0,33
1962,5,7,IA,3,41.67,-90.72,10.0,300
1962,6,15,NE,3,42.93,-101.12,0.1,10
1962,6,16,WY,3,42.92,-108.73,0.5,67
1962,6,16,KS,3,38.13,-100.72,34.6,50
1962,6,18,IN,3,39.92,-85.35,0.1,10
1962,6,5,SD,3,42.87,-97.9,9.5,1760
1962,7,21,NE,3,41.1,-97.78,25.2,880
1962,8,6,KS,4,39.52,-95.78,11.0,667
1962,8,6,KS,3,38.78,-95.25,4.1,10
1962,9,16,MN,4,43.97,-92.45,0.5,33
1963,11,8,TX,3,28.17,-97.42,1.0,50
1963,1,10,TN,3,35.75,-86.93,4.0,400
1963,3,11,TX,3,32.58,-96.3,2.0,33
1963,3,11,AL,4,33.9,-86.9,28.0,880
1963,3,11,MS,4,33.17,-89.65,45.2,440
1963,3,16,IL,3,37.73,-88.35,0.3,30
1963,3,17,AL,3,32.93,-87.15,2.7,100
1963,3,5,AL,4,33.37,-86.97,14.9,667
1963,4,17,IL,4,41.18,-88.1,57.3,130
1963,4,17,MI,3,41.92,-83.33,0.5,67
1963,4,19,IN,3,38.27,-86.6,85.3,1400
1963,4,22,IL,3,39.85,-89.85,42.9,10
1963,4,22,IL,3,39.95,-88.75,31.8,200
1963,4,22,IL,3,39.8,-88.27,38.6,1600
1963,4,22,IN,3,39.85,-86.03,0.3,200
1963,4,28,NE,3,40.38,-95.88,4.9,300
1963,4,29,MS,3,34.42,-90.57,5.7,440
1963,4,29,IN,3,39.62,-87.27,5.6,100
1963,4,29,TN,3,35.82,-89.22,9.3,300
1963,4,29,MS,4,34.12,-88.72,4.7,1000
1963,4,29,IN,3,40.58,-86.68,23.1,10
1963,4,29,IN,3,39.03,-87.47,23.9,50
1963,4,29,KY,3,36.87,-87.67,13.7,200
1963,5,12,NE,3,42.38,-97.47,12.8,10
1963,5,20,NH,3,42.9,-72.1,14.0,100
1963,5,21,TX,3,34.28,-103.05,5.9,50
1963,5,26,OK,3,35.73,-97.43,34.3,10
1963,5,26,OK,3,35.4,-97.32,0.1,10
1963,5,26,OK,3,35.15,-96.67,0.1,10
1963,6,6,SD,3,43.13,-101.93,24.4,1167
1963,7,15,OK,3,36.77,-100.62,0.1,10
1963,7,18,SD,3,44.98,-103.43,2.3,10
1963,7,19,WI,3,42.58,-88.25,10.6,33
1963,8,16,WI,3,43.3,-89.72,9.6,10
1963,8,16,WI,3,43.3,-89.72,9.6,10
1963,8,16,WI,3,43.3,-89.72,9.6,10
1963,8,3,PA,3,40.32,-79.88,0.1,10
1963,9,3,PA,3,41.42,-78.73,8.4,100
1964,10,3,LA,4,29.6,-90.37,1.5,67
1964,12,24,GA,3,33.5,-84.92,75.4,400
1964,12,25,FL,3,30.4,-86.58,12.8,67
1964,12,25,GA,3,32.72,-84.0,0.1,600
1964,1,24,AL,4,33.32,-86.43,3.3,100
1964,3,25,MO,3,37.05,-91.02,46.0,300
1964,3,25,AL,3,34.17,-87.27,5.4,267
1964,3,4,AR,3,33.35,-93.4,9.1,600
1964,3,4,TN,3,35.05,-88.27,27.6,300
1964,3,4,KY,4,36.7,-88.45,18.5,250
1964,3,4,KY,3,36.67,-88.9,7.2,880
1964,3,9,AL,3,34.5,-87.67,10.4,10
1964,3,9,AL,3,34.85,-87.38,5.2,10
1964,4,12,KS,3,38.75,-95.48,33.8,880
1964,4,12,KS,3,39.23,-95.02,14.0,440
1964,4,12,KS,4,38.12,-95.3,19.4,880
1964,4,12,IA,4,40.67,-95.23,13.1,400
1964,4,12,MO,3,38.7,-94.4,19.5,100
1964,4,20,IA,3,41.4,-95.05,6.1,350
1964,4,21,IL,3,40.42,-90.73,14.1,17
1964,4,22,KS,3,37.95,-98.88,59.7,880
1964,4,22,TX,3,33.43,-95.85,5.9,50
1964,4,24,LA,3,32.43,-94.03,20.6,500
1964,4,28,AL,3,33.6,-86.12,0.1,10
1964,4,28,AL,3,33.73,-85.42,15.7,33
1964,4,3,OK,3,33.95,-96.68,16.7,200
1964,4,3,TX,5,33.9,-98.5,4.7,500
1964,5,10,OK,3,35.87,-94.95,2.0,440
1964,5,29,NM,3,36.53,-104.58,3.0,10
1964,5,5,NE,4,41.4,-98.38,51.2,10
1964,5,5,ND,3,46.05,-96.6,5.2,440
1964,5,5,IA,3,42.52,-96.42,67.0,300
1964,5,5,NE,5,40.55,-98.37,79.7,880
1964,5,5,MN,3,45.58,-94.78,4.3,300
1964,5,5,KS,3,37.9,-98.8,20.4,880
1964,5,5,KS,3,37.08,-98.58,33.0,660
1964,5,7,IA,3,42.6,-91.9,2.3,200
1964,5,8,IA,3,42.78,-96.17,9.3,200
1964,5,8,MI,4,42.67,-82.83,3.3,833
1964,6,18,MN,3,45.63,-95.47,6.2,200
1964,6,19,IA,3,40.72,-95.35,11.5,350
1964,6,19,IA,3,40.73,-95.05,10.6,200
1964,6,21,KS,3,38.95,-97.37,8.9,10
1964,6,22,IA,3,40.75,-95.6,8.0,400
1964,6,22,IA,4,40.7,-95.45,11.9,400
1964,8,22,MI,3,42.0,-84.17,0.1,10
1964,8,22,WI,4,43.38,-87.92,2.2,50
1964,8,29,NC,3,34.8,-79.43,21.9,50
1964,8,29,IA,4,42.92,-94.23,15.8,100
1964,8,31,KS,3,38.8,-99.32,8.3,10
1964,9,3,WI,3,43.2,-90.63,17.1,800
1965,10,17,TX,3,33.92,-102.43,0.2,17
1965,10,7,NC,3,35.65,-79.83,1.0,33
1965,11,12,IN,3,41.55,-87.48,4.1,40
1965,11,16,OH,3,39.5,-83.48,3.8,100
1965,11,26,AR,3,36.05,-90.5,3.6,880
1965,11,26,IN,3,39.98,-86.33,14.7,527
1965,11,26,IN,3,41.7,-86.5,1.0,70
1965,11,26,IN,3,39.9,-85.83,1.0,200
1965,11,26,IN,3,40.1,-85.38,0.5,10
1965,11,26,IN,3,39.88,-85.52,1.9,10
1965,2,11,TX,3,31.62,-94.68,42.7,200
1965,2,11,LA,3,32.18,-94.03,33.0,117
1965,2,11,AL,3,33.2,-88.2,1.5,100
1965,2,23,FL,3,26.1,-80.17,5.7,60
1965,2,9,AR,3,33.5,-92.1,1.5,167
1965,2,9,AR,3,34.23,-91.52,10.5,333
1965,2,9,AR,3,34.6,-91.22,2.0,200
1965,3,16,OK,4,36.6,-98.1,82.7,300
1965,3,16,TX,3,32.0,-96.9,11.1,50
1965,3,17,MS,3,34.5,-88.78,14.7,400
1965,3,17,MS,3,33.47,-88.43,8.5,230
1965,3,17,AL,3,34.75,-87.67,29.8,10
1965,3,17,NC,3,35.0,-77.22,41.3,100
1965,4,10,KS,3,39.42,-95.12,23.2,200
1965,4,10,AR,4,35.05,-92.45,4.7,200
1965,4,11,IA,4,41.85,-90.93,91.5,200
1965,4,11,IL,4,42.22,-88.38,9.1,400
1965,4,11,IN,3,41.35,-86.58,35.6,250
1965,4,11,MI,4,43.02,-85.92,20.6,300
1965,4,11,IN,3,41.35,-87.2,33.1,10
1965,4,11,IN,4,41.52,-86.07,21.2,10
1965,4,11,IN,4,41.62,-85.7,21.6,177
1965,4,11,IN,4,41.73,-85.17,90.3,1760
1965,4,11,IN,4,40.33,-86.83,21.8,500
1965,4,11,IN,4,41.58,-86.2,37.0,333
1965,4,11,IN,4,40.4,-86.38,48.0,880
1965,4,11,MI,3,42.37,-85.6,14.2,150
1965,4,11,MI,3,42.65,-85.3,14.1,10
1965,4,11,MI,4,41.8,-85.0,80.5,10
1965,4,11,IN,4,40.02,-86.87,45.7,1667
1965,4,11,IN,4,40.55,-85.38,52.5,10
1965,4,11,MI,4,42.85,-84.65,21.0,100
1965,4,11,OH,4,41.67,-83.6,5.6,200
1965,4,11,OH,4,40.8,-84.2,32.5,400
1965,4,11,OH,4,40.35,-84.38,18.4,300
1965,4,11,OH,3,41.07,-83.13,15.0,300
1965,4,11,OH,4,41.23,-82.25,22.0,400
1965,4,14,TX,3,33.87,-97.67,1.0,200
1965,4,15,TN,3,35.87,-85.08,6.5,200
1965,4,15,TN,3,35.18,-84.87,10.4,600
1965,4,15,AL,3,34.7,-85.75,9.6,50
1965,4,19,TX,3,29.45,-96.0,0.2,150
1965,4,19,TX,3,26.7,-98.33,1.5,30
1965,4,23,IA,3,41.53,-92.42,47.4,10
1965,4,24,IL,3,41.15,-89.62,6.5,43
1965,4,8,KY,3,38.37,-82.65,6.9,200
1965,4,8,OH,3,38.87,-82.98,2.0,100
1965,5,13,KS,3,37.13,-97.3,62.5,100
1965,5,15,TX,3,32.45,-99.73,9.3,100
1965,5,15,TX,3,31.97,-102.1,1.0,10
1965,5,20,SD,3,45.92,-98.48,3.8,400
1965,5,24,SD,3,43.5,-97.5,9.0,20
1965,5,25,KS,3,37.7,-98.78,25.3,250
1965,5,4,KS,3,39.52,-100.67,5.2,100
1965,5,5,IA,4,42.3,-94.47,9.9,200
1965,5,5,MN,3,43.5,-92.02,65.2,100
1965,5,5,IA,4,43.28,-92.82,41.6,200
1965,5,6,MN,4,44.78,-93.75,12.3,300
1965,5,6,MN,4,44.85,-93.53,6.9,200
1965,5,6,MN,3,44.68,-94.17,15.5,167
1965,5,6,MN,4,45.03,-93.28,6.8,1000
1965,5,6,MN,4,44.98,-93.38,17.3,667
1965,5,8,NE,3,41.05,-98.75,10.2,10
1965,5,8,NE,4,41.23,-98.67,78.9,10
1965,5,8,NE,3,40.17,-97.57,40.1,10
1965,5,8,NE,3,42.1,-99.1,44.8,10
1965,5,8,SD,5,43.0,-99.72,30.1,1760
1965,5,8,NE,4,40.87,-98.6,125.7,10
1965,5,8,SD,3,43.17,-99.33,1.5,20
1965,6,16,MT,3,45.8,-108.5,20.6,10
1965,6,21,SD,3,42.95,-97.78,15.4,87
1965,6,26,SD,3,42.97,-97.82,35.6,163
1965,6,2,TX,4,33.9,-102.15,39.3,200
1965,6,3,TX,3,34.85,-100.2,8.8,10
1965,6,4,KS,3,37.83,-97.83,6.9,880
1965,6,4,TX,3,35.32,-100.15,6.8,50
1965,6,5,TX,3,27.23,-97.73,1.0,100
1965,6,7,SD,4,43.17,-97.23,7.8,647
1965,6,7,SD,3,42.92,-96.8,0.1,10
1965,6,7,IA,3,42.87,-96.3,11.5,100
1965,7,12,WY,3,44.25,-104.25,20.8,1400
1965,7,18,SD,3,44.6,-103.55,0.1,10
1965,7,1,NE,3,40.72,-96.42,12.8,10
1965,8,17,SC,3,33.83,-78.67,0.3,50
1965,8,25,IA,3,40.87,-91.3,3.0,100
1965,8,26,IA,4,42.3,-92.2,4.7,200
1965,9,14,IL,3,40.75,-89.72,6.6,200
1965,9,20,IA,3,41.33,-92.2,1.0,100
1965,9,21,TX,3,30.3,-101.8,10.0,10
1965,9,22,TX,3,32.6,-94.75,0.1,100
1965,9,22,TX,3,30.22,-95.73,0.8,10
1965,9,3,KS,3,37.65,-97.3,0.1,400
1966,10,14,IA,5,42.8,-93.65,9.7,1000
1966,10,14,IA,3,41.53,-93.1,29.5,200
1966,10,14,MO,3,38.78,-90.52,2.7,150
1966,11,10,MS,3,34.95,-88.52,3.3,27
1966,11,2,VA,3,37.97,-76.75,0.1,10
1966,12,8,MO,3,37.85,-90.78,1.3,200
1966,1,28,LA,3,29.92,-90.32,0.1,17
1966,2,9,TX,3,28.97,-96.67,2.0,33
1966,3,28,TX,3,29.45,-96.33,9.3,1760
1966,3,3,MS,5,32.18,-90.55,202.5,900
1966,4,11,OK,3,35.9,-95.77,7.3,100
1966,4,12,AR,3,34.4,-92.4,4.5,10
1966,4,18,TX,3,29.07,-95.45,2.0,50
1966,4,18,MS,3,30.42,-88.9,23.8,10
1966,4,19,KS,3,38.92,-94.8,7.7,150
1966,4,19,IA,3,41.85,-92.72,27.1,400
1966,4,19,IA,3,41.5,-90.5,2.0,100
1966,4,25,TX,3,28.82,-97.87,0.1,100
1966,4,27,OK,4,34.32,-96.53,10.2,300
1966,4,27,OK,3,34.88,-96.0,8.0,400
1966,4,4,FL,4,27.92,-82.8,135.8,300
1966,5,11,KS,3,39.65,-97.2,5.4,100
1966,5,11,KS,3,39.17,-95.8,9.9,660
1966,5,23,TX,3,33.38,-96.07,2.0,100
1966,6,11,MN,4,46.63,-94.37,72.8,333
1966,6,12,TX,3,33.3,-97.0,3.6,133
1966,6,16,VA,3,37.52,-78.77,1.0,100
1966,6,8,KS,3,39.07,-96.77,13.8,660
1966,6,8,KS,5,38.92,-95.92,21.1,880
1966,6,8,KS,4,39.17,-95.18,19.9,200
1966,7,31,ND,3,46.0,-99.47,26.4,280
1966,9,29,OH,3,41.45,-81.55,4.5,60
1967,10,24,MO,3,38.72,-90.48,21.8,100
1967,10,24,IN,3,38.48,-86.8,0.1,10
1967,10,24,IN,3,41.55,-87.22,0.1,10
1967,10,24,AL,3,34.8,-87.78,11.9,100
1967,10,24,AL,3,34.67,-87.67,15.0,10
1967,10,30,MS,3,30.38,-89.08,2.0,400
1967,10,30,FL,3,30.43,-87.27,0.1,10
1967,11,24,SC,3,33.93,-79.22,3.3,100
1967,12,10,FL,3,30.6,-86.2,0.1,10
1967,12,10,FL,3,30.07,-85.57,7.1,250
1967,12,18,AL,3,32.43,-88.15,7.6,10
1967,12,21,MO,4,37.68,-91.13,27.9,200
1967,12,21,TX,3,33.1,-96.1,0.1,33
1967,12,21,MO,3,37.83,-89.9,29.8,400
1967,12,21,IN,3,40.55,-85.4,0.1,10
1967,12,21,IN,3,40.48,-85.6,0.1,10
1967,12,2,MS,3,32.35,-90.77,82.3,50
1967,12,2,MS,3,31.37,-90.6,11.5,300
1967,12,2,MS,4,32.47,-89.47,7.6,300
1967,1,24,MO,3,39.1,-94.25,14.5,200
1967,1,24,MO,4,40.4,-92.53,25.7,440
1967,1,24,IA,3,40.87,-92.08,25.0,400
1967,1,24,IA,3,40.67,-91.32,4.3,300
1967,1,24,IL,3,42.05,-90.03,7.4,77
1967,1,24,IL,3,40.12,-90.22,5.1,80
1967,1,24,WI,3,42.6,-89.37,24.9,200
1967,1,24,MO,4,38.68,-90.55,25.0,200
1967,3,12,KY,3,36.82,-84.52,23.6,100
1967,3,12,KY,3,36.67,-84.12,2.0,100
1967,3,5,AR,3,34.48,-93.08,4.3,67
1967,3,6,AL,4,33.7,-87.17,20.9,440
1967,4,16,WI,3,42.52,-89.93,27.8,500
1967,4,16,IA,3,40.7,-92.1,19.4,500
1967,4,20,OK,3,34.97,-98.23,1.0,200
1967,4,21,MO,3,39.47,-93.77,14.6,440
1967,4,21,IA,3,41.0,-91.93,0.1,200
1967,4,21,MO,4,39.7,-93.17,59.0,500
1967,4,21,IL,4,42.22,-88.92,25.5,1200
1967,4,21,IL,4,42.15,-88.27,8.8,150
1967,4,21,IL,4,41.67,-87.83,15.0,200
1967,4,21,MI,3,42.9,-85.77,13.6,400
1967,4,21,MI,4,42.93,-84.8,12.0,50
1967,4,30,IA,3,43.1,-93.42,7.7,250
1967,4,30,IA,4,43.3,-93.17,13.3,400
1967,4,30,IA,3,43.33,-93.2,17.2,800
1967,4,30,MN,3,43.67,-93.58,18.4,100
1967,4,30,IA,4,43.45,-93.17,7.6,500
1967,4,30,MN,4,43.57,-93.43,38.7,100
1967,4,30,MN,4,43.8,-93.52,20.1,267
1967,5,19,MD,3,39.38,-79.33,0.3,33
1967,5,29,TX,3,28.4,-98.18,1.0,33
1967,5,1,LA,3,30.67,-92.93,5.2,750
1967,5,6,AL,3,33.45,-86.83,4.3,200
1967,5,7,KY,3,38.6,-83.7,2.0,10
1967,6,10,OK,4,35.6,-99.38,8.7,300
1967,6,10,OK,4,35.83,-98.3,0.1,10
1967,6,10,OK,3,35.85,-98.18,16.7,10
1967,6,11,KS,3,39.17,-95.67,43.9,10
1967,6,14,IA,3,42.8,-96.58,6.2,500
1967,6,23,KS,3,38.15,-101.25,35.6,10
1967,6,6,NE,3,40.18,-101.95,40.1,10
1967,6,8,IA,4,42.52,-94.18,2.0,200
1967,7,24,NY,3,42.42,-78.67,11.4,250
1967,7,3,TX,3,35.53,-100.45,2.3,33
1967,7,4,VA,3,36.55,-76.58,2.0,50
1967,8,18,TX,3,29.42,-94.92,0.5,50
1967,8,2,WI,3,43.13,-89.45,0.1,200
1967,9,20,TX,3,28.7,-96.22,1.0,100
1967,9,20,TX,3,29.07,-96.52,0.1,10
1967,9,20,TX,3,29.35,-97.07,4.3,333
1967,9,20,TX,3,29.65,-98.12,5.0,67
1967,9,20,TX,3,29.45,-96.85,2.0,167
1967,9,20,TX,3,28.07,-97.05,1.5,100
1967,9,20,TX,3,29.82,-96.23,19.9,10
1967,9,20,TX,3,29.82,-96.23,19.9,10
1968,11,11,GA,3,31.35,-83.93,2.0,100
1968,11,17,AL,3,32.9,-86.75,32.3,400
1968,11,18,GA,3,31.17,-82.3,0.5,33
1968,11,27,LA,3,32.75,-91.72,0.5,33
1968,11,3,MS,3,30.37,-89.08,2.0,123
1968,11,3,AL,3,30.77,-88.12,70.4,400
1968,11,5,TX,3,28.8,-97.0,14.4,200
1968,12,12,TX,3,30.32,-95.43,6.2,200
1968,12,28,GA,3,30.75,-84.63,0.5,100
1968,2,1,LA,3,32.4,-92.1,0.5,100
1968,3,11,LA,3,31.77,-93.1,1.0,100
1968,4,14,IN,3,39.07,-85.97,3.3,10
1968,4,19,AR,4,35.2,-94.27,2.0,300
1968,4,19,OK,3,35.28,-96.73,6.6,150
1968,4,23,KY,4,38.67,-84.37,78.7,550
1968,4,23,MI,3,43.7,-85.48,60.9,100
1968,4,23,OH,4,39.1,-84.27,24.1,300
1968,4,23,KY,3,38.72,-82.95,0.1,10
1968,4,23,OH,5,38.7,-82.8,34.0,400
1968,4,3,AR,4,33.92,-91.85,33.7,400
1968,4,3,AR,3,36.08,-90.47,3.6,100
1968,4,3,TN,3,35.33,-89.92,28.8,1760
1968,4,3,KY,4,36.63,-88.3,50.6,100
1968,5,13,KS,3,38.43,-101.17,140.4,320
1968,5,13,OK,3,34.93,-96.85,11.6,100
1968,5,15,IL,3,40.23,-89.83,12.6,600
1968,5,15,KS,3,38.63,-94.65,2.7,50
1968,5,15,IA,5,42.77,-93.12,62.1,600
1968,5,15,IA,5,42.67,-91.93,13.1,500
1968,5,15,IL,3,40.62,-87.7,7.1,400
1968,5,15,AR,3,36.38,-92.38,7.3,200
1968,5,15,AR,4,35.65,-91.47,0.3,300
1968,5,15,IL,3,38.4,-89.9,2.0,200
1968,5,15,AR,4,35.73,-91.18,20.9,250
1968,5,16,IN,3,40.73,-85.85,50.3,10
1968,5,16,TX,3,34.12,-99.33,2.0,23
1968,5,24,TX,3,32.63,-100.77,2.0,67
1968,5,24,TX,3,32.63,-100.6,4.1,67
1968,5,24,TX,3,32.63,-100.7,2.7,100
1968,5,6,TX,3,35.67,-100.63,0.5,100
1968,6,13,MN,5,44.17,-95.75,9.1,150
1968,6,18,KS,3,38.5,-99.3,0.5,220
1968,6,20,SD,3,45.53,-100.22,8.8,200
1968,6,20,SD,3,45.5,-100.03,0.1,10
1968,6,20,SD,3,43.68,-97.98,9.9,2667
1968,6,30,MN,3,46.2,-93.07,0.1,10
1968,8,18,NE,3,41.25,-95.95,21.3,10
1968,8,19,WI,4,45.08,-88.08,21.8,33
1968,8,20,NH,3,43.1,-72.8,1.0,27
1968,8,23,ND,3,47.13,-98.47,8.5,100
1968,9,22,IA,3,43.02,-96.07,4.7,50
1969,10,12,TX,3,32.67,-96.83,45.9,200
1969,12,12,WA,3,47.5,-122.4,3.8,100
1969,12,25,LA,3,30.0,-92.27,1.5,100
1969,12,25,LA,3,30.13,-91.35,13.5,50
1969,12,29,LA,3,31.5,-91.85,29.1,183
1969,1,23,MS,4,31.68,-91.05,117.8,200
1969,3,23,TX,3,29.8,-94.3,0.5,67
1969,3,24,VA,3,36.63,-78.8,0.1,20
1969,4,11,TX,3,28.8,-95.65,2.0,67
1969,4,12,LA,3,30.2,-90.9,10.7,100
1969,4,18,AL,4,31.83,-86.63,52.4,500
1969,4,18,SC,3,34.42,-80.13,77.3,440
1969,4,18,NC,3,34.95,-78.5,25.8,300
1969,4,19,TX,3,32.7,-102.67,0.1,50
1969,4,27,TX,3,33.72,-95.27,2.0,440
1969,5,10,OH,3,39.33,-84.77,54.5,400
1969,5,10,KY,3,37.95,-85.7,4.3,200
1969,5,12,TX,3,26.22,-97.68,0.1,10
1969,5,12,TX,3,26.1,-97.6,0.1,10
1969,5,14,TX,3,33.05,-95.48,0.5,10
1969,5,14,TX,3,31.92,-96.88,0.1,33
1969,5,16,TX,3,28.03,-97.83,0.5,20
1969,5,16,TX,3,33.92,-102.5,0.6,50
1969,5,27,TX,3,29.78,-94.7,1.5,67
1969,5,6,TX,3,30.63,-99.52,41.6,200
